Gene1,Gene2
ZFP42,ABHD4
ZFP42,SLC25A40
ZFP42,RPA2
ZFP42,RBM38
ZFP42,MSMO1
ZFP42,IER3IP1
ZFP42,HDAC5
ZFP42,GSR
ZFP42,DBF4
ZFP42,COX7C
ZFP42,BAG2
ZFP42,CHEK1
ZFP42,CRTAP
ZFP42,PITHD1
ZFP42,HIST1H1B
ZFP42,PRPS2
ZFP42,PRKAA2
ZFP42,GTF2I
ZFP42,RNPEP
ZFP42,PDCD6IP
ZFP42,NFYA
ZFP42,CTSD
ZFP42,UBE2H
ZFP42,TMEM231
ZFP42,MPZL1
ZFP42,MDM2
ZFP42,EZH2
ZFP42,RBMS1
ZFP42,PCOLCE2
ZFP42,NISCH
ZFP42,H13
ZFP42,SLC25A5
ZFP42,PABPC4
ZFP42,MARCH8
ZFP42,DNAJC10
ZFP42,CCSER1
ZFP42,ASPM
ZFP42,TRAM1
ZFP42,NODAL
ZFP42,USF1
ZFP42,SURF4
ZFP42,SLC9A6
ZFP42,PECAM1
ZFP42,KHDC3
ZFP42,GOLT1B
ZFP42,SQSTM1
ZFP42,HIST1H2AF
ZFP42,2410141K09RIK
ZFP42,ZFP36L1
ZFP42,LRRC1
ZFP42,ILDR1
ZFP42,HIST1H2AB
ZFP42,RFXAP
ZFP42,PTPRG
ZFP42,MOB3B
ZFP42,MID1IP1
ZFP42,ITGA6
ZFP42,HIST1H3G
ZFP42,SNX27
ZFP42,MFSD11
ZFP42,HSPE1
ZFP42,HSPD1
ZFP42,FABP3
ZFP42,COBLL1
ZFP42,CISD3
ZFP42,CDCA7
ZFP42,DBR1
ZFP42,CYSTM1
ZFP42,TUBA1B
ZFP42,P4HA1
ZFP42,METTL17
ZFP42,FNDC3A
ZFP42,AHSA1
ZFP42,SPP1
ZFP42,MTUS1
ZFP42,MAGT1
ZFP42,KPNA4
ZFP42,HOOK1
ZFP42,FAHD2A
ZFP42,EDA2R
ZFP42,TMTC3
ZFP42,SQLE
ZFP42,RESF1
ZFP42,NCSTN
ZFP42,HIRIP3
ZFP42,COPA
ZFP42,CCT7
ZFP42,ATRX
ZFP42,TRIM24
ZFP42,PLOD2
ZFP42,PFAS
ZFP42,GNPDA1
ZFP42,CAR2
ZFP42,WARS
ZFP42,H1F0
ZFP42,EXT2
ZFP42,CTH
ZFP42,SEC11A
ZFP42,RRBP1
ZFP42,IRF2BPL
ZFP42,GGTA1
ZFP42,FAM168A
ZFP42,SLC39A13
ZFP42,RHPN2
ZFP42,PSMG4
ZFP42,WLS
ZFP42,TNKS
ZFP42,TEAD1
ZFP42,MBNL2
ZFP42,BRCA1
ZFP42,VEGFA
ZFP42,SLC3A2
ZFP42,MCM3
ZFP42,DHCR24
ZFP42,DEGS1
ZFP42,CTPS
ZFP42,CLCN6
ZFP42,USP28
ZFP42,SNRPA1
ZFP42,SMARCA2
ZFP42,PLSCR1
ZFP42,LYAR
ZFP42,ERCC5
ZFP42,CHCHD7
ZFP42,ANXA5
ZFP42,UAP1
ZFP42,TGIF1
ZFP42,REXO5
ZFP42,POP1
ZFP42,PLEKHA7
ZFP42,ICAM1
ZFP42,ERP29
ZFP42,DLGAP4
ZFP42,PROS1
ZFP42,MSH6
ZFP42,HPCAL1
ZFP42,PLA2G6
ZFP42,KEAP1
ZFP42,ETNK1
ZFP42,ATM
ZFP42,ZFP141
ZFP42,SRPRB
ZFP42,RETREG2
ZFP42,PITPNC1
ZFP42,FUT8
ZFP42,FAM107B
ZFP42,CNPPD1
ZFP42,TIMP2
ZFP42,PDLIM1
ZFP42,DBN1
ZFP42,ZFP57
ZFP42,TWF1
ZFP42,SESN2
ZFP42,PPIC
ZFP42,NSUN2
ZFP42,MAPKAPK2
ZFP42,FNDC4
ZFP42,CDS2
ZFP42,CARMIL1
ZFP42,TMEM165
ZFP42,PTTG1IP
ZFP42,PDXDC1
ZFP42,NCL
ZFP42,KLHL13
ZFP42,CIP2A
ZFP42,TPM1
ZFP42,SPRY4
ZFP42,ME1
ZFP42,LRRC59
ZFP42,KPNB1
ZFP42,AMOTL1
ZFP42,WDR77
ZFP42,TNFRSF10B
ZFP42,RAB34
ZFP42,PARK7
ZFP42,MCM6
ZFP42,LSS
ZFP42,HIPK2
ZFP42,DUSP6
ZFP42,BCAR3
ZFP42,SMC2
ZFP42,SEC22B
ZFP42,NSMAF
ZFP42,LBR
ZFP42,H2AFZ
ZFP42,GABARAPL1
ZFP42,4932438A13RIK
ZFP42,SLC44A3
ZFP42,RPN1
ZFP42,ING3
ZFP42,HIST1H1D
ZFP42,GNG5
ZFP42,ASAH1
ZFP42,USP3
ZFP42,TMOD3
ZFP42,PYCARD
ZFP42,EIF4EBP1
ZFP42,RANGRF
ZFP42,MFSD10
ZFP42,FKBP5
ZFP42,DSTN
ZFP42,REV1
ZFP42,CHST15
ZFP42,UTF1
ZFP42,MAGI1
ZFP42,DDX27
ZFP42,CC2D1B
ZFP42,TXNDC11
ZFP42,LRRK1
ZFP42,AMN
ZFP42,SERBP1
ZFP42,PHB
ZFP42,PANX1
ZFP42,FLRT3
ZFP42,BMPER
ZFP42,ATP5G1
ZFP42,ABCC1
ZFP42,SND1
ZFP42,SHKBP1
ZFP42,RND3
ZFP42,MSL3
ZFP42,KMT2C
ZFP42,ILK
ZFP42,BTG2
ZFP42,SLC19A2
ZFP42,LPCAT1
ZFP42,BCAS3
ZFP42,AP1AR
ZFP42,TLE1
ZFP42,STARD4
ZFP42,SETD7
ZFP42,PIPOX
ZFP42,PDIA4
ZFP42,MPP1
ZFP42,HYOU1
ZFP42,GGA2
ZFP42,DDX18
ZFP42,COPB1
ZFP42,ARHGAP32
ZFP42,ZYX
ZFP42,ZIC3
ZFP42,SLC16A1
ZFP42,RANGAP1
ZFP42,FKBP9
ZFP42,F3
ZFP42,ELF2
ZFP42,CDC20
ZFP42,ARF1
ZFP42,PLOD3
ZFP42,ST3GAL6
ZFP42,PA2G4
ZFP42,FBXO22
ZFP42,TCF15
ZFP42,PLEKHA1
ZFP42,NANS
ZFP42,MIS18BP1
ZFP42,LPCAT3
ZFP42,ARF4
ZFP42,IDI1
ZFP42,TUBB3
ZFP42,POLG
ZFP42,PKM
ZFP42,KRT19
ZFP42,GALNT3
ZFP42,ACP6
ZFP42,SENP3
ZFP42,PIEZO1
ZFP42,LRRC8D
ZFP42,LMNB1
ZFP42,LAMB1
ZFP42,B2M
ZFP42,SELENOK
ZFP42,SEC61A1
ZFP42,EGFLAM
ZFP42,DKK1
ZFP42,CTSL
ZFP42,SRXN1
ZFP42,SPATA5
ZFP42,PSD4
ZFP42,PRKCZ
ZFP42,KCTD9
ZFP42,GNG10
ZFP42,FBRSL1
ZFP42,DMD
ZFP42,CDCA2
ZFP42,SDCBP
ZFP42,OSTC
ZFP42,NKTR
ZFP42,MYO6
ZFP42,IMPAD1
ZFP42,GLDC
ZFP42,GCC2
ZFP42,FGF10
ZFP42,DCAF12L1
ZFP42,CDT1
ZFP42,TDH
ZFP42,SLC39A8
ZFP42,NIPSNAP1
ZFP42,LAMC1
ZFP42,GHR
ZFP42,FHOD1
ZFP42,FHDC1
ZFP42,EED
ZFP42,DUSP9
ZFP42,CHN2
ZFP42,TPX2
ZFP42,TM7SF3
ZFP42,STXBP2
ZFP42,PLTP
ZFP42,HSP90B1
ZFP42,TMEM9
ZFP42,SPNS2
ZFP42,PHF6
ZFP42,DNAJB11
ZFP42,ATP8B2
ZFP42,SUZ12
ZFP42,SKP1A
ZFP42,PXDN
ZFP42,ORC2
ZFP42,GDPD5
ZFP42,DMTN
ZFP42,AKR1B3
ZFP42,TUBB4B
ZFP42,TEDC2
ZFP42,SINHCAF
ZFP42,MAP3K5
ZFP42,HMGA1B
ZFP42,HMGA1
ZFP42,CIT
ZFP42,CAMSAP3
ZFP42,ARHGAP21
ZFP42,ZFP568
ZFP42,STMN1
ZFP42,RIF1
ZFP42,LAMP1
ZFP42,FGFR3
ZFP42,ECPAS
ZFP42,SOCS2
ZFP42,NCOA3
ZFP42,MIA3
ZFP42,LRRC8C
ZFP42,LAP3
ZFP42,GCNT1
ZFP42,CST3
ZFP42,TUBB2A
ZFP42,SSR3
ZFP42,PDIA5
ZFP42,MYMX
ZFP42,MAPK3
ZFP42,JAM2
ZFP42,ENAH
ZFP42,TMEM62
ZFP42,REEP5
ZFP42,MYL4
ZFP42,MSC
ZFP42,CERS6
ZFP42,UTP14A
ZFP42,SNX7
ZFP42,RUSC2
ZFP42,PTOV1
ZFP42,UBLCP1
ZFP42,TNK1
ZFP42,SRGAP2
ZFP42,RAPH1
ZFP42,MYC
ZFP42,IKBIP
ZFP42,G3BP2
ZFP42,APAF1
ZFP42,URI1
ZFP42,NF2
ZFP42,MROH1
ZFP42,LIMCH1
ZFP42,G6PC3
ZFP42,EBNA1BP2
ZFP42,DDX21
ZFP42,VCP
ZFP42,TIMM23
ZFP42,PLS3
ZFP42,MYBL2
ZFP42,SERPINB6A
ZFP42,PSMD14
ZFP42,EPHA2
ZFP42,TXNDC5
ZFP42,TTC7
ZFP42,SLC16A6
ZFP42,SEC24A
ZFP42,RDM1
ZFP42,PTPN3
ZFP42,PHLDB2
ZFP42,PHF20
ZFP42,ETV5
ZFP42,TSEN2
ZFP42,RYBP
ZFP42,HIP1
ZFP42,ELOVL6
ZFP42,TIMELESS
ZFP42,PLK2
ZFP42,LRP2
ZFP42,HOPX
ZFP42,BRCA2
ZFP42,SPINT1
ZFP42,IER2
ZFP42,HIKESHI
ZFP42,DDAH1
ZFP42,CARS
ZFP42,CAR12
ZFP42,TCAF1
ZFP42,STARD3NL
ZFP42,SOX2
ZFP42,SORL1
ZFP42,SELENOW
ZFP42,P3H2
ZFP42,LAMA5
ZFP42,INSIG2
ZFP42,HS3ST1
ZFP42,GCLM
ZFP42,B230307C23RIK
ZFP42,ARHGEF5
ZFP42,ARAP2
ZFP42,SNX8
ZFP42,MAP4K4
ZFP42,KLF2
ZFP42,DSP
ZFP42,MARC2
ZFP42,HEBP1
ZFP42,PHLDA3
ZFP42,IMPDH1
ZFP42,IFT172
ZFP42,EPHA4
ZFP42,CITED2
ZFP42,CEP85
ZFP42,ADGRA3
ZFP42,SELENOI
ZFP42,PTBP3
ZFP42,PIK3R1
ZFP42,NUP210
ZFP42,MSANTD3
ZFP42,JMJD1C
ZFP42,GDAP2
ZFP42,CAPNS1
ZFP42,RCC1
ZFP42,MAT2B
ZFP42,HTRA1
ZFP42,GNPTAB
ZFP42,DCTPP1
ZFP42,CTBP2
ZFP42,APPL2
ZFP42,WASHC2
ZFP42,SOD1
ZFP42,MICAL2
ZFP42,KPNA2
ZFP42,KLF4
ZFP42,FRYL
ZFP42,EXO1
ZFP42,B4GALT1
ZFP42,SERPINE2
ZFP42,RAMP2
ZFP42,NUDC
ZFP42,LAMC2
ZFP42,GABPA
ZFP42,EPHB3
ZFP42,BMI1
ZFP42,ATP6V0E
ZFP42,TMEM39A
ZFP42,STXBP5
ZFP42,SNAP23
ZFP42,SAMD4B
ZFP42,PPID
ZFP42,FST
ZFP42,DNAJC3
ZFP42,CERS4
ZFP42,CAMK2D
ZFP42,BRAF
ZFP42,ALDH18A1
ZFP42,ZFP710
ZFP42,SDF2L1
ZFP42,PHF21A
ZFP42,MLEC
ZFP42,IFITM2
ZFP42,GOT1
ZFP42,GMNN
ZFP42,FAM234A
ZFP42,CD151
ZFP42,ZFP367
ZFP42,VMP1
ZFP42,TMSB4X
ZFP42,TCEAL9
ZFP42,STT3A
ZFP42,RETREG1
ZFP42,PPFIBP1
ZFP42,PDK1
ZFP42,PATJ
ZFP42,LMBRD1
ZFP42,KLHL22
ZFP42,GNAI3
ZFP42,BEND5
ZFP42,VAMP8
ZFP42,TCL1
ZFP42,RTEL1
ZFP42,PDE4DIP
ZFP42,MANF
ZFP42,CCNE1
ZFP42,CACHD1
ZFP42,TUBB2B
ZFP42,TPM4
ZFP42,NRG1
ZFP42,NLGN2
ZFP42,GSTA4
ZFP42,GPRC5C
ZFP42,ECT2
ZFP42,DAB2
ZFP42,CAPZB
ZFP42,ADAM19
ZFP42,WDR75
ZFP42,S100A6
ZFP42,NANOG
ZFP42,IGFBP2
ZFP42,FN1
ZFP42,AHDC1
ZFP42,SEMA6A
ZFP42,PPIB
ZFP42,LGALS3
ZFP42,HEMK1
ZFP42,GLUD1
ZFP42,FOXH1
ZFP42,DAP
ZFP42,CNN3
ZFP42,CALU
ZFP42,RBM47
ZFP42,PARP1
ZFP42,NAP1L1
ZFP42,MCOLN1
ZFP42,KCNQ5
ZFP42,CTNS
ZFP42,ZMYM3
ZFP42,WWTR1
ZFP42,SREBF1
ZFP42,SMTNL2
ZFP42,LAMB2
ZFP42,KIF22
ZFP42,IGF2R
ZFP42,HELLS
ZFP42,ETV6
ZFP42,CTSZ
ZFP42,BMP2
ZFP42,AAK1
ZFP42,NAA10
ZFP42,GNS
ZFP42,FZR1
ZFP42,FLCN
ZFP42,EIF4G3
ZFP42,COTL1
ZFP42,AP2A2
ZFP42,ANK
ZFP42,SIN3A
ZFP42,GPC3
ZFP42,UBXN11
ZFP42,TRAIP
ZFP42,SLC44A1
ZFP42,PIK3AP1
ZFP42,NPL
ZFP42,NPC1
ZFP42,CDH6
ZFP42,ASF1B
ZFP42,CAPN2
ZFP42,UBE2D1
ZFP42,TPI1
ZFP42,SOAT1
ZFP42,R3HDM2
ZFP42,B3GNT5
ZFP42,RREB1
ZFP42,PODXL
ZFP42,KCNG1
ZFP42,ADAM23
ZFP42,TMED2
ZFP42,SAR1A
ZFP42,RBPMS2
ZFP42,NCLN
ZFP42,TRIM28
ZFP42,BAIAP2
ZFP42,SMAD2
ZFP42,SHROOM3
ZFP42,RAB11A
ZFP42,FANCI
ZFP42,TM9SF3
ZFP42,SPCS2
ZFP42,SET
ZFP42,PSAP
ZFP42,PHC1
ZFP42,PALLD
ZFP42,FGFR4
ZFP42,DPP4
ZFP42,CDC42SE1
ZFP42,ARHGAP1
ZFP42,RAD54B
ZFP42,PGD
ZFP42,PFN1
ZFP42,PARVA
ZFP42,MAN1A
ZFP42,LATS2
ZFP42,ALPL
ZIC3,POU5F1
ZIC3,RIF1
ZIC3,ARFGEF1
ZIC3,ASXL1
ZIC3,SLC12A4
ZIC3,ADGRA2
ZIC3,GADD45G
ZIC3,STK38
ZIC3,STMN1
ZIC3,SLC39A4
ZIC3,LAMA1
ZIC3,ARAP2
ZIC3,TPD52
ZIC3,KMT2C
ZIC3,PPP2R5B
ZIC3,SHROOM3
ZIC3,FBXO5
ZIC3,MLLT6
ZIC3,USP10
ZIC3,FNDC3B
ZIC3,OPLAH
ZIC3,NDRG1
ZIC3,GLUL
ZIC3,SLC38A2
ZIC3,TCL1
ZIC3,CST3
ZIC3,PVR
ZIC3,HSPB1
ZIC3,SOX2
ZIC3,ZSCAN10
ZIC3,SMAD7
ZIC3,SPRY4
ZIC3,TMEM62
ZIC3,ITM2B
ZIC3,MSC
ZIC3,RBM47
ZIC3,ITGA9
ZIC3,ETV6
ZIC3,UBTF
ZIC3,SET
ZIC3,MSH6
ZIC3,MPHOSPH8
ZIC3,TFEB
ZIC3,DHX32
ZIC3,CALM2
ZIC3,LRRC8D
ZIC3,EFNA4
ZIC3,R3HDM2
ZIC3,TCEA3
ZIC3,SOCS2
ZIC3,ENAH
ZIC3,DDAH2
ZIC3,APP
ZIC3,FAM169A
ZIC3,DMTN
ZIC3,MT1
ZIC3,4930402H24RIK
ZIC3,SWT1
ZIC3,MOV10
ZIC3,TCIRG1
ZIC3,RBPJ
ZIC3,REST
ZIC3,PATJ
ZIC3,GABBR1
ZIC3,LRRN4
ZIC3,HIP1
ZIC3,AQP3
ZIC3,SHMT1
ZIC3,P3H1
ZIC3,SLC25A1
ZIC3,UPP1
ZIC3,CDS2
ZIC3,COL27A1
ZIC3,SEC24D
ZIC3,RETREG1
ZIC3,SFI1
ZIC3,2410141K09RIK
ZIC3,MAPRE2
ZIC3,SLC25A22
ZIC3,NANOG
ZIC3,KLF6
ZIC3,FAHD2A
ZIC3,FAM102A
ZIC3,CIT
ZIC3,RASGRP2
ZIC3,AHDC1
ZIC3,UBE2D1
ZIC3,SEMA6A
ZIC3,HSP90AB1
ZIC3,TIMP2
ZIC3,CSRP2
ZIC3,LGMN
ZIC3,LBR
ZIC3,1700019D03RIK
ZIC3,LIFR
ZIC3,ATP1B1
ZIC3,PIPOX
ZIC3,KAT6B
ZIC3,ESRP2
ZIC3,SLC25A5
ZIC3,TFG
ZIC3,RASSF1
ZIC3,NID2
ZIC3,SDC4
ZIC3,CHST15
ZIC3,FGF4
ZIC3,APOE
ZIC3,UHRF2
ZIC3,GCLM
ZIC3,PPP3CB
ZIC3,TDH
ZIC3,ATP11B
ZIC3,ALG9
ZIC3,RBBP7
ZIC3,INTS13
ZIC3,RAN
ZIC3,KLHL22
ZIC3,SEC22B
ZIC3,CCN2
ZIC3,NR2F6
ZIC3,MCAM
ZIC3,IMPDH2
ZIC3,SMIM1
ZIC3,CD63
ZIC3,KLHL13
ZIC3,H2AFV
ZIC3,PDGFRA
ZIC3,HMGA1B
ZIC3,HMGA1
ZIC3,ELAVL2
ZIC3,SLC25A36
ZIC3,ICAM1
ZIC3,APPL2
ZIC3,PLEKHA7
ZIC3,SUZ12
ZIC3,L1TD1
ZIC3,PDK1
ZIC3,GRAMD1A
ZIC3,PSAP
ZIC3,HIPK2
ZIC3,DST
ZIC3,SLC4A2
ZIC3,B4GALT1
ZIC3,NAP1L1
ZIC3,ERF
ZIC3,SIN3A
ZIC3,PTPN3
ZIC3,SERP1
ZIC3,PDXDC1
ZIC3,CEP170B
ZIC3,FIGNL1
ZIC3,CCDC9
ZIC3,BNC2
ZIC3,GNE
ZIC3,CHCHD7
ZIC3,LEFTY1
ZIC3,ZFP710
ZIC3,SPINT1
ZIC3,MPZL1
ZIC3,HMCES
ZIC3,ZFP532
ZIC3,PLCB4
ZIC3,NEDD4
ZIC3,FBXO22
ZIC3,ADGRL1
ZIC3,LRP2
ZIC3,SLC39A7
ZIC3,PFKP
ZIC3,CHCHD10
ZIC3,XBP1
ZIC3,TMTC4
ZIC3,FERMT2
ZIC3,BOP1
ZIC3,TUBB2B
ZIC3,SPP1
ZIC3,PAFAH1B3
ZIC3,PABPC4
ZIC3,VARS
ZIC3,PDCD4
ZIC3,CTTN
ZIC3,PIM1
ZIC3,LY6E
ZIC3,HDLBP
ZIC3,EPHA2
ZIC3,LRRC1
ZIC3,UBA2
ZIC3,SIRT1
ZIC3,PDIA5
ZIC3,WFDC2
ZIC3,JADE3
ZIC3,WWTR1
ZIC3,ACP6
ZIC3,WNT11
ZIC3,PTPN14
ZIC3,ANP32A
ZIC3,TFRC
ZIC3,PROS1
ZIC3,JPT1
ZIC3,FN1
ZIC3,FBLIM1
ZIC3,CYSTM1
ZIC3,RPS6KA1
ZIC3,MME
ZIC3,ARPC5
ZIC3,SPRY2
ZIC3,PLXNA1
ZIC3,LAMB1
ZIC3,USP9X
ZIC3,DENND2C
ZIC3,HIST1H1D
ZIC3,DSP
ZIC3,PHLDA3
ZIC3,COBL
ZIC3,NCAPD2
ZIC3,KCTD9
ZIC3,CMIP
ZIC3,CDCA2
ZIC3,SPNS2
ZIC3,LAMA5
ZIC3,OST4
ZIC3,GSN
ZIC3,ZFP704
ZIC3,NISCH
ZIC3,H2AFZ
ZIC3,TSPAN9
ZIC3,PLEKHF2
ZIC3,MAPKAPK2
ZIC3,DUSP9
ZIC3,ATP6V0D1
ZIC3,ABCG2
ZIC3,LY6G6E
ZIC3,DPY30
ZIC3,DNAJC10
ZIC3,ADGRE5
ZIC3,SORL1
ZIC3,SLC39A14
ZIC3,TXNIP
ZIC3,PHF20
ZIC3,WDFY1
ZIC3,SRM
ZIC3,RYBP
ZIC3,MYO6
ZIC3,FABP3
ZIC3,RNPEP
ZIC3,MDM2
ZIC3,MAPK3
ZIC3,GLS
ZIC3,FBRSL1
ZIC3,TINAGL1
ZIC3,SYNGR2
ZIC3,SPTSSA
ZIC3,DHCR7
ZIC3,AMOTL2
ZIC3,KAT2B
ZIC3,MYLPF
ZIC3,GALK1
ZIC3,FAM168A
ZIC3,RBM38
ZIC3,NR5A2
ZIC3,LZIC
ZIC3,FNBP1
ZIC3,TYRO3
ZIC3,GSE1
ZIC3,TAGLN2
ZIC3,GPRC5C
ZIC3,PKM
ZIC3,CTSL
ZIC3,CLTC
ZIC3,BANP
ZIC3,FHOD1
ZIC3,CALM1
ZIC3,TEAD1
ZIC3,STARD3NL
ZIC3,RPL39L
ZIC3,GCC2
ZIC3,ETV4
ZIC3,CARMIL1
ZIC3,AAK1
ZIC3,S100A6
ZIC3,HDAC5
ZIC3,TNK2
ZIC3,SOX7
ZIC3,RAD54B
ZIC3,TPM1
ZIC3,RARG
ZIC3,PIM3
ZIC3,PPM1L
ZIC3,CHN2
ZIC3,PCOLCE2
ZIC3,LAMC1
ZIC3,PALLD
ZIC3,TMEM256
ZIC3,NLGN2
ZIC3,MTF2
ZIC3,CAR2
ZIC3,BRCA2
ZIC3,SP1
ZIC3,RTN3
ZIC3,NDE1
ZIC3,VSIR
ZIC3,SLC39A13
ZIC3,RCC2
ZIC3,MYO5B
ZIC3,ANXA2
CHD7,BMP4
CHD7,DKC1
CHD7,GDI1
CHD7,MAP3K1
CHD7,MPP1
CHD7,SNX27
CHD7,TIMP3
CHD7,TRIM6
EED,BCL2L11
EED,BMP4
EED,BMPER
EED,CAR4
EED,CCND2
EED,CITED1
EED,COL27A1
EED,COL4A1
EED,COL4A2
EED,CTDSPL
EED,CYP26A1
EED,DKK1
EED,EIF4G3
EED,EPAS1
EED,FGF3
EED,FGFR3
EED,FOXQ1
EED,GADD45G
EED,GATA4
EED,GATA6
EED,GDPD5
EED,HMGA2
EED,HS3ST1
EED,ID3
EED,IGF2
EED,IHH
EED,LMBRD1
EED,MAP3K5
EED,MYC
EED,NEFL
EED,PDGFRA
EED,PODXL
EED,PPM1L
EED,PRODH
EED,RAMP2
EED,SEMA6A
EED,SERPINE2
EED,SIX1
EED,SMARCA2
EED,SOX7
EED,STAG3
EED,TBC1D17
EED,THBD
EED,TPM1
EED,ZFPM1
ESRRB,1110038B12RIK
ESRRB,1810032O08RIK
ESRRB,2410006H16RIK
ESRRB,4932438A13RIK
ESRRB,ABHD5
ESRRB,ABTB1
ESRRB,ACAT1
ESRRB,ACBD4
ESRRB,ACTL6A
ESRRB,ADAM23
ESRRB,ADSL
ESRRB,AGK
ESRRB,AGPAT2
ESRRB,AGPAT4
ESRRB,AHNAK
ESRRB,AIRN
ESRRB,AKT1
ESRRB,ALG13
ESRRB,ALPL
ESRRB,AMN
ESRRB,ANKRD33B
ESRRB,ANP32A
ESRRB,ANP32B
ESRRB,ANXA2
ESRRB,ANXA4
ESRRB,AP1M2
ESRRB,AP2A2
ESRRB,APEX1
ESRRB,APLP1
ESRRB,AQP3
ESRRB,ARAP1
ESRRB,ARAP2
ESRRB,ARFGAP1
ESRRB,ARHGAP1
ESRRB,ARHGAP8
ESRRB,ARL8A
ESRRB,ARPC1B
ESRRB,ARPC2
ESRRB,ASPH
ESRRB,ASPSCR1
ESRRB,ASS1
ESRRB,ATN1
ESRRB,ATP11B
ESRRB,ATP6V0D1
ESRRB,ATP8B2
ESRRB,B4GALT1
ESRRB,BAG2
ESRRB,BAIAP2
ESRRB,BANP
ESRRB,BASP1
ESRRB,BCAS3
ESRRB,BCL2L11
ESRRB,BEX1
ESRRB,BMP4
ESRRB,BRCA2
ESRRB,BRIX1
ESRRB,BSG
ESRRB,BTG1
ESRRB,BTG2
ESRRB,CALM1
ESRRB,CALM2
ESRRB,CAMK2D
ESRRB,CAPN2
ESRRB,CAPNS1
ESRRB,CAPZB
ESRRB,CARHSP1
ESRRB,CBL
ESRRB,CCNB2
ESRRB,CCND2
ESRRB,CD63
ESRRB,CD9
ESRRB,CDC42EP1
ESRRB,CDC42SE1
ESRRB,CDCA7
ESRRB,CDKN1A
ESRRB,CDS2
ESRRB,CDT1
ESRRB,CFC1
ESRRB,CHKB
ESRRB,CISD3
ESRRB,CIT
ESRRB,CIZ1
ESRRB,CKAP4
ESRRB,CLIC1
ESRRB,CLPB
ESRRB,CNN2
ESRRB,CNN3
ESRRB,COL18A1
ESRRB,COL4A2
ESRRB,COMMD3
ESRRB,CORO1B
ESRRB,CPEB2
ESRRB,CPM
ESRRB,CREB3
ESRRB,CREB3L2
ESRRB,CRTAP
ESRRB,CRTC3
ESRRB,CSNK1E
ESRRB,CSRP1
ESRRB,CTDSPL
ESRRB,CTSD
ESRRB,CTSZ
ESRRB,CUL7
ESRRB,CYP26A1
ESRRB,D230025D16RIK
ESRRB,DBR1
ESRRB,DDAH1
ESRRB,DDIT3
ESRRB,DDX21
ESRRB,DPF1
ESRRB,DRAM1
ESRRB,DSP
ESRRB,DTX1
ESRRB,DUSP3
ESRRB,DUSP6
ESRRB,ECHDC2
ESRRB,EFEMP2
ESRRB,EGR1
ESRRB,EHD1
ESRRB,EHMT2
ESRRB,EIF4EBP1
ESRRB,ELF2
ESRRB,ELF3
ESRRB,EP300
ESRRB,EPHB3
ESRRB,ERCC5
ESRRB,ERP29
ESRRB,ETV5
ESRRB,ETV6
ESRRB,EXT2
ESRRB,F2R
ESRRB,FAM102A
ESRRB,FAM168A
ESRRB,FANCA
ESRRB,FANCI
ESRRB,FBRSL1
ESRRB,FBXO2
ESRRB,FBXO22
ESRRB,FBXO5
ESRRB,FDPS
ESRRB,FERMT2
ESRRB,FGD1
ESRRB,FGF3
ESRRB,FGF4
ESRRB,FGFR3
ESRRB,FHDC1
ESRRB,FNDC3B
ESRRB,FOXA2
ESRRB,FOXH1
ESRRB,FSCN1
ESRRB,FST
ESRRB,FTSJ3
ESRRB,FUBP1
ESRRB,FUT8
ESRRB,FXYD3
ESRRB,FXYD6
ESRRB,FZR1
ESRRB,GABARAPL2
ESRRB,GALK1
ESRRB,GAS5
ESRRB,GBF1
ESRRB,GJA1
ESRRB,GJB3
ESRRB,GLB1
ESRRB,GLIPR2
ESRRB,GLO1
ESRRB,GLRX
ESRRB,GLUD1
ESRRB,GLUL
ESRRB,GM10039
ESRRB,GMPPB
ESRRB,GNB2
ESRRB,GNPTAB
ESRRB,GOLGB1
ESRRB,GORASP2
ESRRB,GPA33
ESRRB,GPRC5C
ESRRB,GRAMD1A
ESRRB,GRB10
ESRRB,GRK6
ESRRB,GSR
ESRRB,GTF2I
ESRRB,H13
ESRRB,H1F0
ESRRB,H2AFZ
ESRRB,HIRIP3
ESRRB,HKDC1
ESRRB,HMGA1
ESRRB,HMGA2
ESRRB,HOOK1
ESRRB,HOPX
ESRRB,HPCAL1
ESRRB,HSP90AA1
ESRRB,HSP90AB1
ESRRB,HSPG2
ESRRB,HSPH1
ESRRB,HTRA1
ESRRB,HYOU1
ESRRB,IFI30
ESRRB,IFITM2
ESRRB,IFITM3
ESRRB,IFT172
ESRRB,ILK
ESRRB,IMPDH1
ESRRB,IMPDH2
ESRRB,ISYNA1
ESRRB,ITGAV
ESRRB,ITGB1
ESRRB,ITM2B
ESRRB,JAM2
ESRRB,JARID2
ESRRB,KANK3
ESRRB,KAT2B
ESRRB,KDELR3
ESRRB,KDM5B
ESRRB,KEAP1
ESRRB,KIF11
ESRRB,KIF22
ESRRB,KIT
ESRRB,KLC1
ESRRB,KLF2
ESRRB,KLF3
ESRRB,KLHL22
ESRRB,KRT18
ESRRB,KRT42
ESRRB,KRTCAP2
ESRRB,L1TD1
ESRRB,LAD1
ESRRB,LAMB2
ESRRB,LAMC1
ESRRB,LANCL1
ESRRB,LAPTM4B
ESRRB,LAPTM5
ESRRB,LDLR
ESRRB,LDLRAP1
ESRRB,LEFTY2
ESRRB,LGALS3
ESRRB,LITAF
